okved.id;okved.okved;okved.lvl1;okved.lvl2;okved.short_name;okved.description;okved.long_name
674;38.2;38;2;Обраб. отх.;Эта группировка включает:- сбор и очистку до утилизации различных видов отходов разными способами, такими как очистка органических отходов, обработка и утилизация токсичных живых или павших животных и прочих загрязненных отходов, обработка и утилизация радиоактивных отходов больниц и т. д., захоронение отходов в земле или в воде, захоронение или закапывание отходов, утилизация использованных деталей конструкций,таких как опасные отходы I-IV класса опасности из холодильников, утилизация отходов путем сжигания или окисленияЭта группировка также включает:- регенерацию энергии путем процесса сжигания отходовЭта группировка не включает:- очистку и утилизацию сточных вод, см. 37.NULLNULL/- восстановление материалов, см. 38.3;Обработка и утилизация отходов
675;38.21;38;21;;Эта группировка включает:- утилизацию и очистку перед утилизацией твердых или нетвердых неопасных отходов/- деятельность полигонов по утилизации неопасных отходов/- утилизацию неопасных отходов путем окисления, сжигания или прочих методов, с получением электроэнергии или пара, компоста, альтернативных видов топлива, биогаза, пепла или прочих побочных продуктов либо без получения вышеуказанных продуктов для дальнейшей переработки и т. п./- очистку органических отходов для последующей утилизацииЭта группировка не включает:- сжигание и окисление опасных отходов I-IV класса опасности, см. 38.22/- услуги, предоставление которых включает сортировку смешанных перерабатываемых материалов, таких как бумага, пластмасса, банки от пива и металлы, см. 38.32/- дезинфекцию, очистку земли, воды, уменьшение действия ядовитых материалов, см. 39.NULLNULL;Обработка и утилизация неопасных отходов
676;38.22;38;22;;Эта группировка включает:- утилизацию и очистку перед утилизацией твердых или нетвердых опасных отходов I - IV класса опасности, включая взрывчатые вещества, окисляющие, огнеопасные, инфекционные, токсичные, раздражающие, канцерогенные, вещества, подвергнутые коррозии, химикаты и прочие вредные для здоровья человека и окружающей среды вещества и материалыЭта группировка включает:- деятельность по очистке опасных отходов I - IV класса опасности/- деятельность по очистке и утилизации токсичных живых или павших животных и загрязняющих окружающую среду отходов/- деятельность по сжиганию опасных отходов I - IV класса опасности/- деятельность по утилизации использованных товаров, таких как холодильники, в целях изъятия содержащихся в них вредных веществ и деталей конструкций/- деятельность по очистке, утилизации и хранению радиоактивных отходов, включая: очистку и утилизацию радиоактивных отходов с малым временем полураспада, т.е. распадающихся в пределах периода перевозки из лечебных учреждений, герметизацию, подготовку и прочую обработку ядерных отходов для хранения/- деятельность по разборке, утилизации и (или) уничтожению ядерной оружейной продукцииЭта группировка не включает:- сжигание неопасных отходов, см. 38.21/- дезинфекцию и очистку земли, воды/ уменьшение в них содержания токсичных материалов, см. 39.NULLNULL;Обработка и утилизация опасных отходов
677;38.3;38;3;Втор. сырье;;Деятельность по обработке вторичного сырья
678;38.31;38;31;;Эта группировка включает:- демонтаж техники, пострадавшей вследствие любых аварий (автомобилей, судов, компьютеров, телевизионного и прочего оборудования) для утилизации содержащихся в ней материаловЭта группировка не включает:- утилизацию использованных товаров, таких как холодильники для извлечения из них опасных отходов I-IV класса опасности, см. 38.22/- демонтаж автомобилей, судов, компьютеров, телевизионного и прочего оборудования для получения годных к употреблению деталей для дальнейшей перепродажи, см. раздел G;Демонтаж техники, не подлежащей восстановлению
679;38.32;38;32;;Эта группировка включает:- переработку металлических и неметаллических отходов, мусора и прочих предметов во вторичное сырье, обычно с применением процесса механической или химической переработки. Металлические отходы включают отходы и лом черных и цветных металлов (в том числе драгоценных), неметаллические - отходы резины, текстильных материалов, бумаги и картона, драгоценных камней, отходы и лом пластмасс, стекла, прочие неметаллические отходы и лом. В группировку включена переработка материалов из отходов в форме: во-первых, отделения и сортировки восстанавливаемых материалов от неопасных потоков отходов (т. е. гниющего мусора) или, во-вторых, отделения и сортировки смешанных регенерируемых материалов, таких как металлы, бумага, пластмасса, использованные банки от напитков. Примерами механических или химических процессов утилизации являются:- механическое дробление металлических отходов от подержанных автомашин, стиральных машин, велосипедов и т. д./- механическое сокращение объема больших железных частей типа железнодорожных вагонов/- измельчение металлических отходов, автомобилей, отслуживших свой срок и т. д./- прочие методы механической обработки, такие как сжатие, прессовка для уменьшения объема/- извлечение металлов из фотографических отходов, например фотопленки и бумагиЭта группировка не включает:- производство новых готовых продуктов из (действительно произведенного) вторичного сырья, типа крученной пряжи из имеющегося запаса, производство целлюлозы из бумажных отходов, утилизацию протекторов шин или производство металла из металлических отходов, см. соответствующие группировки в разделе C (ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА)/- переработку ядерного топлива, см. 2NULL.13/- переплавку железных отходов и лома, см. 24.1NULL/- получение вторичного сырья в процессе сжигания или окисления, см. 38.2/- обработку и утилизацию неопасных отходов, см. 38.21/- обработку органических отходов для последующей утилизации, включая производство компоста, см. 38.21/- регенерацию энергии (энергетическую утилизацию отходов) в процессе сжигания неопасных отходов, см. 38.21/- обработку и утилизацию переходных радиоактивных отходов больниц и т. д., см. 38.22/- обработку и утилизацию ядовитых, загрязненных отходов, см. 38.22/- оптовую торговлю вторичным сырьем, см. 46.77;Утилизация отсортированных материалов
680;39.0;39;0;;;Предоставление услуг в области ликвидации последствий загрязнений и прочих услуг, связанных с удалением отходов
681;39.00;39;00;;Эта группировка включает:- дезинфекцию почвы и грунтовых вод в месте загрязнения или вне его с использованием, например, механических, химических или биологических методов/- дезинфекцию территорий и помещений заводов, включая стройплощадки/- дезинфекцию и очистку поверхностной воды после случайного загрязнения, например, путем сбора загрязнителей или использования химикатов/- очистку от нефтяных пятен и прочих загрязнений земли, поверхностных вод, океанов и морей, включая прибрежные области/- ликвидацию асбеста, свинцовых отходов и прочих токсичных материалов/- способы контроля загрязнения специализированные прочие/- реабилитацию радиационно-загрязненных участков территорий и объектов/- мониторинг радиационной обстановки окружающей средыЭта группировка не включает:- борьбу с сельскохозяйственными вредителями, см. NULL1.61/- очистку воды для водоснабжения, см. 36.NULLNULL/- обработку и утилизацию безопасных отходов, см. 38.21/- обработку и утилизацию опасных отходов I - IV класса опасности, см. 38.22/- наружную уборку и полив улиц и т.п., см. 81.29;Предоставление услуг в области ликвидации последствий загрязнений и прочих услуг, связанных с удалением отходов
682;41.1;41;1;Строй. проект.;;Разработка строительных проектов
683;41.10;41;10;;Эта группировка включает:- разработку проектов по строительству жилых и нежилых зданий посредством объединения финансовых, технических и физических средств для реализации проекта с целью дальнейшей продажиЭта группировка не включает:- строительство зданий, см. 41.2NULL/- архитектурные и инженерные работы, см. 71.1/- услуги по управлению строительным проектом, см. 71.1;Разработка строительных проектов
684;41.2;41;2;Строй. ж и нж;Эта группировка включает:- строительство завершенных жилых или нежилых зданий за счет собственных средств для продажи, за доплату или на договорной основеВозможна передача части работ или всего строительного процесса на субподряд. Если выполняются только специализированные строительные работы, деятельность классифицируется в группировке 43Эта группировка также включает:- сохранение и воссоздание жилых и нежилых зданий, являющихся объектами культурного наследияЭта группировка включает выполнение полного объема работ по сохранению и воссозданию объектов культурного наследия. Если выполняются только отдельные работы по сохранению и воссозданию объекта культурного наследия, деятельность классифицируется в группировке 43;Строительство жилых и нежилых зданий
685;41.20;41;20;;Эта группировка включает:- строительство всех типов жилых домов, таких как: одноквартирные и многоквартирные, включая многоэтажные здания/- строительство всех типов нежилых зданий, таких как: здания для промышленного производства, например, фабрики, мастерские, заводы и т.д., больницы, школы, административные здания, гостиницы, магазины, торговые центры, рестораны, здания аэропорта и космодрома, крытые спортивные сооружения, гаражи, включая гаражи для подземной автомобильной парковки, склады, религиозные здания/- сборку и монтаж сборных сооружений на строительном участке/- реконструкцию или ремонт существующих жилых и нежилых зданий, а также спортивных сооруженийЭта группировка также включает:- строительство и реконструкция объектов использования атомной энергии (кроме атомных электростанций)/- строительные работы при закрытии пунктов захоронения удаляемых радиоактивных отходов/- деятельность в области строительства, реконструкции и эксплуатации зданий и сооружений, предназначенных для проведения ядерно-опасных и радиационно-опасных работ в сфере ядерных оружейных технологий/- сохранение и воссоздание жилых и нежилых зданий, являющихся объектами культурного наследияЭта группировка не включает:- строительство промышленных сооружений, кроме зданий, см. 42.99/- выполнение архитектурных и инженерных работ, см. 71.1/- руководство проектом строительства, см. 71.1;Строительство жилых и нежилых зданий
686;42.1;42;1;;;Строительство автомобильных и железных дорог
687;42.11;42;11;;Эта группировка включает:- строительство автомагистралей, автомобильных дорог, в том числе улично-дорожных сетей, тротуаров и пешеходных дорожек, а также элементов их обустройства/- устройство дорожных одежд и покрытий на автомобильных дорогах, в том числе улично-дорожных сетей, мостов или тоннелей/- устройство дорожной вертикальной и горизонтальной разметки/- установку дорожных ограждений, сигнальных столбиков и дорожных знаков/- строительно-монтажные и пусконаладочные работы по оснащению инженерно-техническими средствами (системами) обеспечения транспортной безопасности/- строительство взлетно-посадочных полос аэродромовЭта группировка не включает:- установку уличного освещения и светофоров, см. 43.21/- выполнение архитектурных, проектных, инженерных работ, инженерных изысканий, см. 71.1/- управление проектами строительства, выполнение строительного контроля и авторского надзора, см. 71.1;Строительство автомобильных дорог и автомагистралей
688;42.12;42;12;;Эта группировка включает:- строительство железных дорог, метрополитенаЭта группировка не включает:- установку освещения и проведение прочих уличных электротехнических работ, см. 43.21/- выполнение архитектурных и инженерных работ, см. 71.1/- руководство проектом строительства, см. 71.1;Строительство железных дорог и метро
689;42.13;42;13;;Эта группировка включает:- строительство мостов, включая эстакады, путепроводы, другие подобные искусственные дорожные сооружения и защитные дорожные сооружения/- строительство тоннелейЭта группировка также включает:- сохранение и воссоздание мостов и тоннелей, являющихся объектами культурного наследияЭта группировка не включает:- установку освещения, светофоров, проведение прочих уличных электротехнических работ, см. 43.21/- выполнение архитектурных, проектных, инженерных работ, инженерных изысканий, см. 71.1/- управление проектами строительства, выполнение строительного контроля и авторского надзора, см. 71.1;Строительство мостов и тоннелей
690;42.2;42;2;;;Строительство инженерных коммуникаций
691;42.21;42;21;;Эта группировка включает:- строительство инженерных сооружений по водоснабжению и водоотведенияЭта группировка включает:- строительство сооружений гражданского строительства, включая: магистральные и городские трубопроводы, водопроводные сети, оросительные системы (каналы), резервуары для хранения воды, водоочистные сооружения и насосные станции/- строительство сетей водоотведения, включая их ремонт, водоочистных сооружений, насосных станцийЭта группировка также включает:- бурение скважин на воду;Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения
692;42.22;42;22;;Эта группировка включает:- строительство линий распределения электроэнергии, а также зданий и сооружений, которые являются неотъемлемой частью этих систем/- строительство сооружений гражданского строительства, таких как междугородные и городские линии распределения электроэнергии и линии связи, электростанции, сооружения связи, включая линейно-кабельные и антенно-мачтовые сооруженияЭта группировка не включает:- инженерно-техническое проектирование и деятельность технических консультантов в соответствующих областях, см. 71.12;Строительство коммунальных объектов для обеспечения электроэнергией и телекоммуникациями
693;42.9;42;9;;;Строительство прочих инженерных сооружений
694;42.91;42;91;;Эта группировка включает:- строительство гидротехнических сооружений (шлюзов, дамб и плотин)/- строительство ирригационных систем/- производство дноочистительных, дноуглубительных и берегоукрепительных работЭта группировка также включает:- сохранение и воссоздание пристаней, пирсов и аналогичных портовых сооружений, плотин и дамб, шлюзов и связанных гидромеханических сооружений, являющихся объектами культурного наследия/- сохранение и воссоздание фонтанов, дворцовых и усадебных каскадных прудов, ансамблей и групп фонтанов и прочих гидротехнических и водных сооружений, не включенных в другие группировкиЭта группировка не включает:- инженерно-техническое проектирование и деятельность технических консультантов в соответствующих областях, см. 71.12;Строительство водных сооружений
695;42.99;42;99;;Эта группировка включает:- строительство промышленных сооружений за исключением зданий, таких как нефтеперерабатывающие, химические заводы/- строительные работы, кроме строительства сооружений типа открытых спортивных сооружений/- размежевание и благоустройство территории (например, строительство дополнительных дорог, коммунальной инфраструктуры и т. д.)Эта группировка также включает:- сохранение и воссоздание открытых стадионов и прочих открытых спортивных сооружений, являющихся объектами культурного наследия/- сохранение и воссоздание таких объектов ландшафтной архитектуры, являющихся объектами культурного наследия, как, например, регулярные и пейзажные парки, в т. ч. в составе дворцово-парковых и усадебных ансамблей, сады, скверы, бульвары, аллейные посадки, кладбища/- сохранение и воссоздание беседок, ротонд и т.п. малых архитектурных форм, относящихся к памятникам исторического ландшафта и ландшафтной архитектуры, включая произведения садово-паркового искусства, садово-парковую скульптуру/- сохранение и воссоздание таких объектов культурного наследия как, например, колонны, колоннады, триумфальные арки, памятники историческим деятелям и деятелям культуры, стелы и т.п./- сохранение и воссоздание прочих инженерных сооружений, не включенных в другие группировки, являющихся объектами культурного наследияЭта группировка не включает:- монтаж промышленного оборудования, см. 33.2NULL/- размежевание земель без благоустройства, см. 68.1NULL/- инженерно-техническое проектирование и деятельность технических консультантов в соответствующих областях, см. 71.12;Строительство прочих инженерных сооружений, не включенных в другие группировки
696;43.1;43;1;;Эта группировка включает:- работы по подготовке участка для последующего строительства, включая снос существующих строений;Разборка и снос зданий, подготовка строительного участка
697;43.11;43;11;;Эта группировка включает:- снос или разборку зданий и сооружений;Разборка и снос зданий
698;43.12;43;12;;Эта группировка включает:- расчистку территорий строительной площадки, выполнение земляных работ, включая: рытье котлованов, удаление мусора, выравнивание и планировку строительных площадок, работы по рытью траншей, удаление камней и т. д./- подготовку участка к разработке и добыче полезных ископаемых, за исключением нефтяных и газовых участковЭта группировка также включает:- дренаж строительной площадки;Подготовка строительной площадки
699;43.13;43;13;;Эта группировка включает:- разведочное бурение, пробное бурение и отбор образцов породы для строительных, геофизических, геологических или других подобных целейЭта группировка не включает:- бурение нефтяных и газовых скважин, см. NULL6.1NULL, NULL6.2NULL/- предоставление услуг по разведочному бурению в ходе буровых работ, см. NULL9.9NULL/- бурение скважин на воду, см. 42.21/- проходку шахтных стволов, см. 43.99/- проведение нефтяной и газовой разведки, геофизических, геологических и сейсмических исследований, см. 71.12;Разведочное бурение
700;43.2;43;2;;Эта группировка включает:- монтажные работы, которые обеспечивают функционирование зданий и сооружений гражданского строительства, включая монтаж электрических систем, водопроводноканализационной сети, сети газоснабжения, системы отопления и кондиционирования, лифтов и т. д.;Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ
701;43.21;43;21;;Эта группировка включает:- установку электротехнических систем во всех видах зданий и сооружений гражданского строительства/- монтаж электропроводки и электроарматуры, телекоммуникаций, компьютерной сети и проводки кабельного телевидения, включая оптоволоконные линии связи, антенн всех типов, включая спутниковые антенны, осветительных систем, пожарной сигнализации, систем охранной сигнализации, уличного освещения и иного электрооборудования на автомобильных дорогах, энергообеспечения наземного электротранспорта и электротехнического сигнального оборудования, освещения взлетно-посадочных полос аэропортов и космодромов, электрических коллекторов солнечной энергии/- выполнение работ по подводке электросетей для подключения электроприборов, кодовых замков, домофонов и прочего оборудования, включая плинтусное отоплениеЭта группировка также включает:- приспособление систем электрообеспечения на объектах культурного наследияЭта группировка не включает:- приспособление инженерных систем и оборудования на объектах культурного наследия, см. 43.29;Производство электромонтажных работ
702;43.22;43;22;;Эта группировка включает:- монтаж водопроводных систем, систем отопления и кондиционирования воздуха, включая их реконструкцию, обслуживание и ремонт/- установку (монтаж) в зданиях или сооружениях: отопительных систем (электрических, газовых и масляных), печей и каминов, стояков водяного охлаждения, неэлектрических коллекторов солнечной энергии, водопроводного и сантехнического оборудования, оборудования вентиляции и кондиционирования воздуха и воздуховодов, газопроводной арматуры, трубопроводов для подачи пара, систем автоматического пожаротушения, автоматических систем для полива газонов/- работу по монтажу трубопроводовЭта группировка не включает:- монтаж электрического плинтусного отопления, см. 43.21/- приспособление инженерных систем и оборудования на объектах культурного наследия, см. 43.29;Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха
703;43.29;43;29;;Эта группировка включает:- установку (монтаж) оборудования, кроме систем отопления и кондиционирования воздуха, или инженерного оборудования в зданиях и сооружениях гражданского строительстваЭта группировка включает:- установку (монтаж) в зданиях или сооружениях: лифтов, эскалаторов, включая их ремонт и обслуживание, автоматических и вращающихся дверей, молниеотводов, систем очистки воздуха, тепловой, звуковой или виброизоляцииЭта группировка также включает:- приспособление инженерных систем и оборудования на объектах культурного наследияЭта группировка не включает:- установку в зданиях и сооружениях инженерного оборудования, см. 33.2NULL;Производство прочих строительно-монтажных работ
704;43.3;43;3;;Эта группировка также включает:- реставрацию, консервацию и воссоздание штукатурной отделки на объектах культурного наследия/- реставрацию и воссоздание керамического декора на объектах культурного наследия/- реставрацию и воссоздание мозаики на объектах культурного наследия/- реставрацию и воссоздание янтарного набора на объектах культурного наследия/- реставрацию, консервацию и воссоздание поверхности из искусственного мрамора на объектах культурного наследия/- реставрацию и воссоздание паркетных полов на объектах культурного наследия/- реставрацию и воссоздание наружных и внутренних декоративно-художественных покрасок на объектах культурного наследия/- реставрацию, консервацию и воссоздание архитектурно-лепного декора на объектах культурного наследияЭта группировка не включает:- воссоздание отдельных элементов и деталей объектов культурного наследия, например, элементов и деталей деревянного или архитектурно-лепного декора, мраморных, керамических и терракотовых плит, изразцов и т.п., производство специальных реставрационно-строительных материалов, например, растворов, красок, эмалей, клеевых составов и т.п., а также изготовление специальной оснастки, например, форм, опок, тиглей и т.п., проводимые в мастерских, см. группировки раздела С (в зависимости от материала, назначения и конструктивных особенностей изделия);Работы строительные отделочные
705;43.31;43;31;;Эта группировка включает:- наружные и внутренние штукатурные работы в зданиях и сооружениях, включая установку арматурных сетокЭта группировка также включает:- реставрацию, консервацию и воссоздание штукатурной отделки на объектах культурного наследия;Производство штукатурных работ
706;43.32;43;32;;Эта группировка включает:- установку дверей (кроме автоматических и вращающихся), окон, дверных и оконных рам из дерева или прочих материалов/- монтаж сборных кухонных гарнитуров, шкафов, лестниц, торгового оборудования и т.п./- внутреннюю отделку, такую как устройство потолков, раздвижных и съемных перегородок и т.д.Эта группировка не включает:- установку автоматических и вращающихся дверей, см. 43.29– ремонт и реставрацию оконных и дверных приборов на объектах культурного наследия, см. 43.99/– ремонт, реставрацию и консервацию деревянных конструкций и деталей на объектах культурного наследия, см. 43.99/– реставрацию деталей из черного и цветных металлов на объектах культурного наследия, см. 43.99;Работы столярные и плотничные
707;43.33;43;33;;Эта группировка включает:- укладку, наклеивание плиток, облицовку, подвешивание или сборку в зданиях или сооружениях каких-либо частей их конструкций, включая: кладку керамической плитки, бетонного покрытия или тесанного камня для полов, а также установку керамических печей/- монтаж паркетных и прочих деревянных покрытий пола, облицовку стен деревом/- укладку ковровых покрытий, линолеума и других материалов/- выполнение облицовки стен или покрытия пола из натуральных и искусственных камней/- оклеивание обоямиЭта группировка также включает:- реставрацию и воссоздание керамического декора на объектах культурного наследия/- реставрацию и воссоздание мозаики на объектах культурного наследия/- реставрацию и воссоздание янтарного набора на объектах культурного наследия/- реставрацию, консервацию и воссоздание поверхности из искусственного мрамора на объектах культурного наследия/- реставрацию и воссозданию паркетных полов на объектах культурного наследияЭта группировка не включает:– ремонт, реставрацию и консервацию деревянных конструкций и деталей на объектах культурного наследия, см. 43.99;Работы по устройству покрытий полов и облицовке стен
708;43.34;43;34;;Эта группировка включает:- малярные работы внутренней и внешней части зданий/- малярные работы в сооружениях гражданского строительства/- установку стекол, зеркал и т.д.Эта группировка также включает:- реставрацию и воссоздание наружных и внутренних декоративно-художественных покрасок на объектах культурного наследияЭта группировка не включает:- установку окон, см. 43.32/- реставрацию, консервацию и воссоздание монументальной живописи на объектах культурного наследия, см. 9NULL.NULL3;Производство малярных и стекольных работ
709;43.39;43;39;;Эта группировка включает:- уборку зданий и сооружений после завершения строительства/- выполнение прочих отделочных работ и работ по завершению строительства, не включенных в другие группировкиЭта группировка также включает:- реставрацию, консервацию и воссоздание архитектурно-лепного декора на объектах культурного наследияЭта группировка не включает:- деятельность дизайнеров по интерьеру, см. 74.1NULL/- общую внутреннюю уборку зданий и сооружений, см. 81.21/- специальную внешнюю и внутреннюю уборку зданий и сооружений, см. 81.22;Производство прочих отделочных и завершающих работ
